Корневой ИД заявки,ИД версии заявки,Номер заявки,Дата создания заявки в формате Timezone,Дата начала действия версии заявки в формате Timezone,Признак инцидента,Корневой идентификатор категории дефекта,Код категории дефекта,Идентификатор дефекта,Признак дефекта возврата на доработку,"Наименование категории срочности: Аварийная, Обычная",Наименование округа,Код округа,Наименование района,Код района,Наименование статуса заявки,Идентификатор корневой версии вида выполненных работ,Идентификатор корневой версии охранных мероприятий,Результативность,Кол-во возвратов на доработку,Дата закрытия,Отзыв,Оценка качества выполнения работ,Код оценки качества выполнения ра
73426783,73429560,00004492/21,2021-01-01 15:23:48.366057+03,2021-01-01 16:22:49.650957+03,Нет,49,winter_works,3392,Нет,Обычная,ЮАО,600,Нагатинский Затон,614,Закрыта,15326,,Выполнено,,2021-01-01 16:22:49.650957+03,,,
73426787,73427333,00004493/21,2021-01-01 15:23:51.226229+03,2021-01-01 15:35:11.051066+03,Нет,48,,1759,Да,Обычная,САО,200,Левобережный,211,Закрыта,14979,,Оказана консультация,,2021-01-01 15:35:11.051066+03,,,
73426788,73507675,00004494/21,2021-01-01 15:23:53.583435+03,2021-01-03 13:40:14.188809+03,Нет,1595,,2254,Нет,Аварийная,ЦАО,100,Мещанский,105,Закрыта,16010,13780,Выполнено,,2021-01-01 16:02:37.226376+03,Работы выполнены,Хорошо,good
73426789,73507673,00004495/21,2021-01-01 15:23:54.045338+03,2021-01-03 13:40:13.774032+03,Нет,1597,,2234,Нет,Обычная,ЮЗАО,700,Ясенево,712,Закрыта,15213,,Выполнено,,2021-01-01 16:09:00.290579+03,,,
73426793,73429652,00004496/21,2021-01-01 15:23:55.00108+03,2021-01-01 16:24:50.195036+03,Нет,1595,,2209,Нет,Аварийная,ВАО,400,Северное Измайлово,416,Закрыта,15970,,Выполнено,,2021-01-01 16:24:50.195036+03,,,
73426801,73432499,00004497/21,2021-01-01 15:24:07.902778+03,2021-01-01 17:26:32.625846+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Сокол,214,Закрыта,15321,,Выполнено,,2021-01-01 17:26:32.625846+03,,,
73426805,73507670,00004498/21,2021-01-01 15:24:10.23672+03,2021-01-03 13:40:13.358741+03,Нет,51,,1777,Да,Обычная,ЮЗАО,700,Коньково,704,Закрыта,15362,,Выполнено,,2021-01-01 16:21:54.325325+03,Работы выполнены,Хорошо,good
73426806,73434441,00004499/21,2021-01-01 15:24:14.40705+03,2021-01-01 18:10:35.416213+03,Нет,53,,1718,Нет,Обычная,СВАО,300,Ростокино,312,Закрыта,18322,,Выполнено,,2021-01-01 18:10:35.416213+03,,,
73426823,73507669,00004500/21,2021-01-01 15:24:37.91849+03,2021-01-03 13:40:12.914673+03,Нет,1597,,2234,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,15213,,Выполнено,,2021-01-01 16:22:16.961618+03,Работы выполнены,Хорошо,good
73426827,73431133,00004501/21,2021-01-01 15:24:39.758226+03,2021-01-01 16:55:38.476194+03,Нет,1595,,2254,Нет,Аварийная,ЮВАО,500,Люблино,508,Закрыта,14912,,Выполнено,,2021-01-01 16:55:38.476194+03,,,
73426831,73437562,00004502/21,2021-01-01 15:24:41.336263+03,2021-01-01 19:30:38.548+03,Нет,1597,,2393,Нет,Обычная,ЮВАО,500,Люблино,508,Закрыта,14979,,Оказана консультация,,2021-01-01 19:30:38.548+03,,,
73426840,73428081,00004503/21,2021-01-01 15:24:48.372959+03,2021-01-01 15:51:06.167035+03,Нет,48,,1760,Да,Обычная,ЦАО,100,Хамовники,109,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:51:06.167035+03,,,
73426845,73438001,00004504/21,2021-01-01 15:24:52.86743+03,2021-01-01 19:42:42.051331+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Левобережный,211,Закрыта,15054,,Выполнено,,2021-01-01 19:42:42.051331+03,,,
73426848,73432507,00004505/21,2021-01-01 15:24:54.056206+03,2021-01-01 17:26:46.271193+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Сокол,214,Закрыта,15321,,Выполнено,,2021-01-01 17:26:46.271193+03,,,
73426849,73513000,00004506/21,2021-01-01 15:24:54.31208+03,2021-01-03 14:40:22.834062+03,Нет,51,,1777,Да,Обычная,ВАО,400,Измайлово,408,Закрыта,15778,,Выполнено,,2021-01-01 15:43:30.128519+03,,,
73426851,73507668,00004507/21,2021-01-01 15:24:54.925636+03,2021-01-03 13:40:12.494658+03,Нет,1597,,2234,Нет,Обычная,ЮАО,600,Нагатинский Затон,614,Закрыта,15213,,Выполнено,,2021-01-01 15:59:32.355392+03,Работы выполнены,Хорошо,good
73426857,73428395,00004508/21,2021-01-01 15:25:06.157695+03,2021-01-01 15:57:27.582554+03,Нет,49,winter_works,2203,Нет,Обычная,САО,200,Дмитровский,208,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:57:27.582554+03,,,
73426860,73439767,00004509/21,2021-01-01 15:25:09.5831+03,2021-01-01 20:41:33.113201+03,Нет,1595,,2240,Да,Аварийная,ЦАО,100,Пресненский,106,Закрыта,15420,,Оказана консультация,,2021-01-01 20:41:33.113201+03,,,
73426866,73431670,00004510/21,2021-01-01 15:25:14.739638+03,2021-01-01 17:07:14.067313+03,Нет,51,,1776,Нет,Обычная,ЮАО,600,Донской,610,Закрыта,16020,,Выполнено,,2021-01-01 17:07:14.067313+03,,,
73426873,73434149,00004511/21,2021-01-01 15:25:23.255043+03,2021-01-01 18:04:02.181821+03,Нет,45,,1878,Да,Обычная,ЮАО,600,Чертаново Южное,621,Закрыта,15946,,Выполнено,,2021-01-01 18:04:02.181821+03,,,
73426887,73507667,00004512/21,2021-01-01 15:25:37.409964+03,2021-01-03 13:40:12.062586+03,Нет,53,,1718,Нет,Обычная,ЮВАО,500,Рязанский,513,Закрыта,15910,,Выполнено,,2021-01-01 18:11:31.469848+03,Работы не выполнены,Плохо,bad
73426893,73428412,00004513/21,2021-01-01 15:25:42.758347+03,2021-01-01 15:57:43.02586+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Дмитровский,208,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:57:43.02586+03,,,
73426894,73507666,00004514/21,2021-01-01 15:25:45.575308+03,2021-01-03 13:40:11.672551+03,Нет,1597,,2234,Нет,Обычная,ВАО,400,Перово,413,Закрыта,15213,,Выполнено,,2021-01-01 16:15:39.564235+03,Работы не выполнены,Плохо,bad
73426898,73427343,00004515/21,2021-01-01 15:25:50.440222+03,2021-01-01 15:35:20.252021+03,Нет,53,,1801,Нет,Обычная,ЗАО,800,Кунцево,807,Закрыта,18256,,Оказана консультация,,2021-01-01 15:35:20.252021+03,,,
73426901,73447318,00004516/21,2021-01-01 15:25:54.279764+03,2021-01-02 09:16:02.412674+03,Нет,60,,2098,Да,Обычная,ЦАО,100,Мещанский,105,Закрыта,18261,,Не выполнено по инициативе жителя,,2021-01-02 09:16:02.412674+03,,,
73426909,73427515,00004517/21,2021-01-01 15:26:15.090202+03,2021-01-01 15:39:14.036113+03,Нет,53,,2297,Нет,Обычная,ЗАО,800,Филевский Парк,818,Закрыта,18268,,Оказана консультация,,2021-01-01 15:39:14.036113+03,,,
73426917,73507665,00004518/21,2021-01-01 15:26:19.954287+03,2021-01-03 13:40:11.242553+03,Нет,1597,,2234,Нет,Обычная,СВАО,300,Бутырский,305,Закрыта,15213,,Выполнено,,2021-01-01 16:35:30.460779+03,,,
73426918,73438668,00004519/21,2021-01-01 15:26:20.63933+03,2021-01-01 20:02:19.380383+03,Нет,51,,1777,Да,Обычная,ЮВАО,500,Печатники,511,Закрыта,15785,,Выполнено,,2021-01-01 20:02:19.380383+03,,,
73426928,73477330,00004520/21,2021-01-01 15:26:40.148486+03,2021-01-02 17:55:08.240858+03,Нет,54,,2107,Да,Обычная,ЗАО,800,Фили-Давыдково,819,Закрыта,15455,,Выполнено,,2021-01-02 17:55:08.240858+03,,,
73426931,73513015,00004521/21,2021-01-01 15:26:41.232572+03,2021-01-03 14:40:28.072079+03,Нет,59,,2150,Да,Обычная,ЮЗАО,700,Обручевский,707,Закрыта,15514,,Выполнено,,2021-01-01 16:13:32.799053+03,,,
73426932,73507664,00004522/21,2021-01-01 15:26:41.898586+03,2021-01-03 13:40:10.828437+03,Нет,59,,4328,Нет,Обычная,ЮАО,600,Нагатино-Садовники,613,Закрыта,15513,,Выполнено,,2021-01-01 16:30:06.105022+03,Работы выполнены,Хорошо,good
73426935,73507663,00004523/21,2021-01-01 15:26:47.837376+03,2021-01-03 13:40:10.434055+03,Нет,49,winter_works,2203,Нет,Обычная,САО,200,Аэропорт,201,Закрыта,18257,,Не выполнено по инициативе жителя,,2021-01-01 15:29:00.562872+03,Работы не выполнены,Плохо,bad
73426944,73442004,00004524/21,2021-01-01 15:27:03.59722+03,2021-01-01 22:16:21.222107+03,Нет,1597,,2393,Нет,Обычная,ЮАО,600,Чертаново Центральное,620,Закрыта,15946,,Выполнено,,2021-01-01 22:16:21.222107+03,,,
73426945,73429000,00004525/21,2021-01-01 15:27:05.561032+03,2021-01-01 16:10:41.386062+03,Нет,51,,1777,Да,Обычная,САО,200,Коптево,210,Закрыта,15079,,Выполнено,,2021-01-01 16:10:41.386062+03,,,
73426946,73431255,00004526/21,2021-01-01 15:27:07.811298+03,2021-01-01 16:58:17.232445+03,Нет,1597,,2234,Нет,Обычная,ЗАО,800,Кунцево,807,Закрыта,15213,,Выполнено,,2021-01-01 16:58:17.232445+03,,,
73426955,73428708,00004527/21,2021-01-01 15:27:21.840702+03,2021-01-01 16:04:00.414987+03,Нет,59,,4328,Нет,Обычная,ЮВАО,500,Печатники,511,Закрыта,15513,,Выполнено,,2021-01-01 16:04:00.414987+03,,,
73426960,73427656,00004528/21,2021-01-01 15:27:28.781452+03,2021-01-01 15:42:12.422856+03,Нет,49,winter_works,2203,Нет,Обычная,ЗАО,800,Кунцево,807,Закрыта,15420,,Оказана консультация,,2021-01-01 15:42:12.422856+03,,,
73426965,73428325,00004529/21,2021-01-01 15:27:34.953124+03,2021-01-01 15:56:09.174468+03,Нет,1595,,1924,Нет,Обычная,ЮЗАО,700,Гагаринский,702,Закрыта,15529,15378,Выполнено,,2021-01-01 15:56:09.174468+03,,,
73426966,73426989,00004530/21,2021-01-01 15:27:35.54895+03,2021-01-01 15:28:05.060028+03,Нет,49,winter_works,3391,Нет,Обычная,ЮАО,600,Царицыно,618,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:28:05.060028+03,,,
73426970,73428106,00004531/21,2021-01-01 15:27:43.742805+03,2021-01-01 15:51:39.538721+03,Нет,49,winter_works,3391,Нет,Обычная,ЮАО,600,Нагатинский Затон,614,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:51:39.538721+03,,,
73426972,73428512,00004532/21,2021-01-01 15:27:45.707772+03,2021-01-01 15:59:47.848947+03,Нет,1597,,2234,Нет,Обычная,САО,200,Ховрино,216,Закрыта,15213,,Выполнено,,2021-01-01 15:59:47.848947+03,,,
73426973,73439171,00004533/21,2021-01-01 15:27:46.030686+03,2021-01-01 20:19:32.302041+03,Нет,51,,2326,Да,Обычная,ЦАО,100,Мещанский,105,Закрыта,15066,,Выполнено,,2021-01-01 20:19:32.302041+03,,,
73426979,73427743,00004534/21,2021-01-01 15:27:52.90947+03,2021-01-01 15:44:02.959729+03,Нет,48,,1760,Да,Обычная,САО,200,Головинский,207,Закрыта,14979,,Оказана консультация,,2021-01-01 15:44:02.959729+03,,,
73426980,73507662,00004535/21,2021-01-01 15:27:55.352184+03,2021-01-03 13:40:10.036774+03,Нет,60,,2098,Да,Обычная,САО,200,Беговой,202,Закрыта,14979,,Оказана консультация,,2021-01-01 15:35:29.23804+03,Работы выполнены,Удовлетворительно,neutral
73426991,73428534,00004536/21,2021-01-01 15:28:06.740827+03,2021-01-01 16:00:12.805551+03,Нет,49,winter_works,1963,Нет,Обычная,ВАО,400,Богородское,403,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 16:00:12.805551+03,,,
73426997,73507661,00004537/21,2021-01-01 15:28:11.165818+03,2021-01-03 13:40:09.416062+03,Нет,49,winter_works,3391,Нет,Обычная,ЗАО,800,Фили-Давыдково,819,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:38:51.719704+03,Работы не выполнены,Плохо,bad
73427000,73429646,00004538/21,2021-01-01 15:28:16.986402+03,2021-01-01 16:24:41.590449+03,Нет,53,,1718,Нет,Обычная,ВАО,400,Новогиреево,411,Закрыта,15444,,Выполнено,,2021-01-01 16:24:41.590449+03,,,
73427006,73427577,00004539/21,2021-01-01 15:28:24.367149+03,2021-01-01 15:40:43.574078+03,Нет,59,,1679,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,18261,,Не выполнено по инициативе жителя,,2021-01-01 15:40:43.574078+03,,,
73427010,73427688,00004540/21,2021-01-01 15:28:28.839647+03,2021-01-01 15:42:53.707528+03,Нет,49,winter_works,2203,Нет,Обычная,ЮВАО,500,Текстильщики,514,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:42:53.707528+03,,,
73427014,73431061,00004541/21,2021-01-01 15:28:33.588146+03,2021-01-01 16:53:59.842067+03,Нет,1594,,4093,Нет,Обычная,ВАО,400,Перово,413,Закрыта,18261,,Не выполнено по инициативе жителя,,2021-01-01 16:53:59.842067+03,,,
73427018,73507660,00004542/21,2021-01-01 15:28:36.414278+03,2021-01-03 13:40:08.974282+03,Нет,49,winter_works,2203,Нет,Обычная,ЗАО,800,Очаково-Матвеевское,820,Закрыта,14979,,Оказана консультация,,2021-01-01 15:29:52.167037+03,Работы выполнены,Удовлетворительно,neutral
73427025,73429841,00004543/21,2021-01-01 15:28:46.057376+03,2021-01-01 16:28:59.44883+03,Нет,59,,4328,Нет,Обычная,СВАО,300,Останкинский,310,Закрыта,15513,,Выполнено,,2021-01-01 16:28:59.44883+03,,,
73427026,73512994,00004544/21,2021-01-01 15:28:47.16553+03,2021-01-03 14:40:20.601991+03,Нет,49,winter_works,3392,Нет,Обычная,ВАО,400,Ивановское,407,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:39:43.580578+03,,,
73427034,73431772,00004545/21,2021-01-01 15:28:58.098668+03,2021-01-01 17:09:52.403389+03,Нет,51,,1777,Да,Обычная,ЮЗАО,700,Котловка,705,Закрыта,15785,,Выполнено,,2021-01-01 17:09:52.403389+03,,,
73427043,73427100,00004546/21,2021-01-01 15:29:14.655044+03,2021-01-01 15:30:22.659638+03,Нет,49,winter_works,3391,Нет,Обычная,ЮВАО,500,Текстильщики,514,Закрыта,15040,,Выполнено,,2021-01-01 15:30:22.659638+03,,,
73427046,73433203,00004547/21,2021-01-01 15:29:15.84048+03,2021-01-01 17:43:09.015063+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Бескудниковский,203,Закрыта,15040,,Выполнено,,2021-01-01 17:43:09.015063+03,,,
73427050,73430728,00004548/21,2021-01-01 15:29:20.732989+03,2021-01-01 16:47:36.93096+03,Нет,1594,,4094,Нет,Аварийная,ЮВАО,500,Кузьминки,506,Закрыта,15420,15378,Оказана консультация,,2021-01-01 16:47:36.93096+03,,,
73427053,73517682,00004549/21,2021-01-01 15:29:22.210704+03,2021-01-03 15:40:34.837806+03,Нет,49,winter_works,2203,Нет,Обычная,САО,200,Войковский,205,Закрыта,18256,,Оказана консультация,,2021-01-01 15:29:58.376882+03,,,
73427054,73512992,00004550/21,2021-01-01 15:29:22.237325+03,2021-01-03 14:40:19.804872+03,Нет,1594,,2229,Нет,Аварийная,САО,200,Дмитровский,208,Закрыта,15549,18426,Выполнено,,2021-01-01 16:43:48.157658+03,Работы выполнены,Хорошо,good
73427058,73507659,00004551/21,2021-01-01 15:29:28.207753+03,2021-01-03 13:40:08.522203+03,Нет,48,,1760,Да,Обычная,ЮАО,600,Чертаново Центральное,620,Закрыта,15420,,Оказана консультация,,2021-01-01 17:01:38.937003+03,Работы выполнены,Хорошо,good
73427063,73430834,00004552/21,2021-01-01 15:29:38.507436+03,2021-01-01 16:49:54.442455+03,Нет,59,,1822,Нет,Аварийная,ЗелАО,1000,Крюково,1005,Закрыта,15514,15404,Выполнено,,2021-01-01 16:49:54.442455+03,,,
73427064,73427129,00004553/21,2021-01-01 15:29:40.310995+03,2021-01-01 15:31:03.81959+03,Нет,49,winter_works,2203,Нет,Обычная,СВАО,300,Марьина Роща,309,Закрыта,18262,,Оказана консультация,,2021-01-01 15:31:03.81959+03,,,
73427065,73429067,00004554/21,2021-01-01 15:29:40.76177+03,2021-01-01 16:12:11.90951+03,Нет,1597,,2234,Нет,Обычная,ЮАО,600,Братеево,608,Закрыта,15213,,Выполнено,,2021-01-01 16:12:11.90951+03,,,
73427068,73429009,00004555/21,2021-01-01 15:29:49.174049+03,2021-01-01 16:10:54.031514+03,Нет,1595,,2209,Нет,Аварийная,САО,200,Дмитровский,208,Закрыта,15970,13780,Выполнено,,2021-01-01 16:10:54.031514+03,,,
73427078,73432730,00004556/21,2021-01-01 15:29:57.844818+03,2021-01-01 17:31:42.845461+03,Нет,1597,,2332,Нет,Обычная,ЦАО,100,Мещанский,105,Закрыта,15946,,Выполнено,,2021-01-01 17:31:42.845461+03,,,
73427086,73428406,00004557/21,2021-01-01 15:30:05.171688+03,2021-01-01 15:57:39.035701+03,Нет,59,,4328,Нет,Обычная,ВАО,400,Новогиреево,411,Закрыта,15513,,Выполнено,,2021-01-01 15:57:39.035701+03,,,
73427097,73517680,00004558/21,2021-01-01 15:30:18.804805+03,2021-01-03 15:40:33.971589+03,Нет,1594,,2197,Нет,Обычная,ВАО,400,Перово,413,Закрыта,18248,15404,Не выполнено по инициативе УК/ОО,,2021-01-01 19:19:53.202161+03,Работы выполнены,Хорошо,good
73427102,73507658,00004559/21,2021-01-01 15:30:23.66751+03,2021-01-03 13:40:08.12222+03,Нет,59,,1822,Нет,Аварийная,ВАО,400,Ивановское,407,Закрыта,15170,15404,Выполнено,,2021-01-01 16:12:24.255468+03,Работы выполнены,Хорошо,good
73427108,73507656,00004560/21,2021-01-01 15:30:30.956172+03,2021-01-03 13:40:07.726204+03,Нет,49,winter_works,3391,Нет,Обычная,СЗАО,900,Щукино,907,Закрыта,15054,,Выполнено,,2021-01-01 16:24:05.450737+03,Работы выполнены,Удовлетворительно,neutral
73427112,73430012,00004561/21,2021-01-01 15:30:34.344787+03,2021-01-01 16:32:28.770195+03,Нет,59,,2170,Да,Обычная,СВАО,300,Северное Медведково,314,Закрыта,15170,,Выполнено,,2021-01-01 16:32:28.770195+03,,,
73427116,73437005,00004562/21,2021-01-01 15:30:41.137501+03,2021-01-01 19:16:10.191555+03,Нет,1594,,2213,Да,Обычная,СЗАО,900,Митино,902,Закрыта,15420,,Оказана консультация,,2021-01-01 19:16:10.191555+03,,,
73427128,73432161,00004563/21,2021-01-01 15:30:59.115155+03,2021-01-01 17:19:02.474102+03,Нет,1594,,2298,Нет,Обычная,САО,200,Левобережный,211,Закрыта,15444,,Выполнено,,2021-01-01 17:19:02.474102+03,,,
73427134,73427153,00004564/21,2021-01-01 15:31:08.563063+03,2021-01-01 15:31:38.427126+03,Нет,49,winter_works,3391,Нет,Обычная,ВАО,400,Новогиреево,411,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:31:38.427126+03,,,
73427138,73430983,00004565/21,2021-01-01 15:31:12.620482+03,2021-01-01 16:52:32.605049+03,Нет,1594,,4075,Да,Обычная,СВАО,300,Алтуфьевский,302,Закрыта,15444,,Выполнено,,2021-01-01 16:52:32.605049+03,,,
73427141,73436803,00004566/21,2021-01-01 15:31:15.144714+03,2021-01-01 19:10:45.273952+03,Нет,51,,1979,Нет,Обычная,ВАО,400,Соколиная Гора,417,Закрыта,15413,,Выполнено,,2021-01-01 19:10:45.273952+03,,,
73427144,73430030,00004567/21,2021-01-01 15:31:18.213093+03,2021-01-01 16:32:43.438707+03,Нет,1594,,2208,Да,Обычная,ЮАО,600,Нагатино-Садовники,613,Закрыта,15420,,Оказана консультация,,2021-01-01 16:32:43.438707+03,,,
73427152,73428425,00004568/21,2021-01-01 15:31:36.632202+03,2021-01-01 15:57:59.977892+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Дмитровский,208,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:57:59.977892+03,,,
73427156,73507655,00004569/21,2021-01-01 15:31:45.509889+03,2021-01-03 13:40:07.32812+03,Нет,1597,,2234,Нет,Обычная,СВАО,300,Отрадное,311,Закрыта,15213,,Выполнено,,2021-01-01 16:13:51.847872+03,,,
73427157,73507653,00004570/21,2021-01-01 15:31:46.149942+03,2021-01-03 13:40:06.940376+03,Нет,1595,,2222,Да,Обычная,ЮЗАО,700,Ломоносовский,706,Закрыта,15420,,Оказана консультация,,2021-01-01 16:21:58.552837+03,,,
73427158,73439446,00004571/21,2021-01-01 15:31:46.576007+03,2021-01-01 20:30:03.165687+03,Нет,49,winter_works,2203,Нет,Обычная,ЮЗАО,700,Ломоносовский,706,Закрыта,"15054,15321",,Выполнено,,2021-01-01 20:30:03.165687+03,,,
73427161,73427274,00004572/21,2021-01-01 15:31:50.376369+03,2021-01-01 15:33:52.927724+03,Нет,49,winter_works,3395,Нет,Обычная,ВАО,400,Богородское,403,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:33:52.927724+03,,,
73427162,73427247,00004573/21,2021-01-01 15:31:50.968415+03,2021-01-01 15:33:30.314637+03,Нет,49,winter_works,2203,Нет,Обычная,САО,200,Коптево,210,Закрыта,18252,,Не выполнено по инициативе жителя,,2021-01-01 15:33:30.314637+03,,,
73427165,73512995,00004574/21,2021-01-01 15:31:54.068713+03,2021-01-03 14:40:20.992093+03,Да,53,,2297,Нет,Обычная,САО,200,Левобережный,211,Закрыта,15313,,Выполнено,,2021-01-01 16:16:36.61206+03,Работы выполнены,Хорошо,good
73427177,73431086,00004575/21,2021-01-01 15:32:17.279411+03,2021-01-01 16:54:40.134235+03,Нет,49,winter_works,2203,Нет,Обычная,ВАО,400,Соколиная Гора,417,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 16:54:40.134235+03,,,
73427178,73512989,00004576/21,2021-01-01 15:32:18.891365+03,2021-01-03 14:40:19.410049+03,Нет,49,winter_works,2200,Нет,Обычная,ЮВАО,500,Лефортово,507,Закрыта,15612,,Выполнено,,2021-01-01 16:34:35.973351+03,Работы выполнены,Хорошо,good
73427181,73427728,00004577/21,2021-01-01 15:32:20.139433+03,2021-01-01 15:43:40.186046+03,Нет,1594,,2231,Нет,Аварийная,ЮЗАО,700,Черемушки,710,Закрыта,15420,,Оказана консультация,,2021-01-01 15:43:40.186046+03,,,
73427183,73427218,00004578/21,2021-01-01 15:32:21.931573+03,2021-01-01 15:32:55.456445+03,Нет,1594,,2228,Нет,Обычная,ЮАО,600,Нагорный,615,Закрыта,18254,,Не выполнено по инициативе жителя,,2021-01-01 15:32:55.456445+03,,,
73427185,73469010,00004579/21,2021-01-01 15:32:23.919827+03,2021-01-02 15:18:10.53878+03,Нет,60,,2233,Да,Обычная,ЦАО,100,Мещанский,105,Закрыта,15447,,Выполнено,,2021-01-02 15:18:10.53878+03,,,
73427193,73432896,00004580/21,2021-01-01 15:32:32.012632+03,2021-01-01 17:36:07.9926+03,Нет,53,,2297,Нет,Обычная,ЮЗАО,700,Зюзино,703,Закрыта,15767,,Выполнено,,2021-01-01 17:36:07.9926+03,,,
73427198,73428800,00004581/21,2021-01-01 15:32:37.16812+03,2021-01-01 16:06:04.672971+03,Нет,1597,,2275,Нет,Обычная,ЦАО,100,Красносельский,104,Закрыта,15928,,Выполнено,,2021-01-01 16:06:04.672971+03,,,
73427211,73427902,00004582/21,2021-01-01 15:32:49.70245+03,2021-01-01 15:47:52.559403+03,Нет,53,,2297,Нет,Обычная,ВАО,400,Ивановское,407,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:47:52.559403+03,,,
73427213,73507651,00004583/21,2021-01-01 15:32:51.410679+03,2021-01-03 13:40:06.534066+03,Нет,1594,,2298,Нет,Обычная,ЮЗАО,700,Зюзино,703,Закрыта,15420,,Оказана консультация,,2021-01-01 19:04:24.738886+03,Работы выполнены,Хорошо,good
73427214,73428131,00004584/21,2021-01-01 15:32:51.826694+03,2021-01-01 15:52:17.246649+03,Нет,1597,,2393,Нет,Обычная,САО,200,Восточное Дегунино,206,Закрыта,15598,,Выполнено,,2021-01-01 15:52:17.246649+03,,,
73427215,73432201,00004585/21,2021-01-01 15:32:52.346037+03,2021-01-01 17:19:47.798051+03,Нет,1597,,2234,Нет,Обычная,ЮВАО,500,Некрасовка,512,Закрыта,15213,,Выполнено,,2021-01-01 17:19:47.798051+03,,,
73427217,73431418,00004586/21,2021-01-01 15:32:53.717897+03,2021-01-01 17:01:41.939438+03,Нет,53,,2297,Нет,Обычная,САО,200,Западное Дегунино,209,Закрыта,14980,,Выполнено,,2021-01-01 17:01:41.939438+03,,,
73427221,73507649,00004587/21,2021-01-01 15:33:01.583734+03,2021-01-03 13:40:06.094037+03,Нет,49,winter_works,3391,Нет,Обычная,ВАО,400,Богородское,403,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:33:40.335709+03,Работы не выполнены,Плохо,bad
73427225,73429227,00004588/21,2021-01-01 15:33:08.572445+03,2021-01-01 16:15:53.008058+03,Нет,49,winter_works,3392,Нет,Обычная,ЮАО,600,Нагатино-Садовники,613,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 16:15:53.008058+03,,,
73427226,73517677,00004589/21,2021-01-01 15:33:08.636429+03,2021-01-03 15:40:33.054337+03,Нет,1595,,2222,Да,Обычная,ЗАО,800,Очаково-Матвеевское,820,Закрыта,15216,,Выполнено,,2021-01-01 15:54:50.606349+03,Работы выполнены,Хорошо,good
73427242,73507648,00004590/21,2021-01-01 15:33:29.300519+03,2021-01-03 13:40:05.681959+03,Нет,1594,,2229,Нет,Аварийная,СВАО,300,Отрадное,311,Закрыта,18268,15378,Оказана консультация,,2021-01-01 17:04:42.087708+03,,,
73427253,73507646,00004591/21,2021-01-01 15:33:36.487+03,2021-01-03 13:40:05.137947+03,Нет,49,winter_works,3391,Нет,Обычная,ЦАО,100,Пресненский,106,Закрыта,"15040,15054",,Выполнено,,2021-01-01 17:46:50.865487+03,Работы выполнены,Хорошо,good
73427260,73457509,00004592/21,2021-01-01 15:33:44.656903+03,2021-01-02 12:35:09.606247+03,Нет,54,,2439,Да,Обычная,ЮВАО,500,Люблино,508,Закрыта,15092,,Выполнено,,2021-01-02 12:35:09.606247+03,,,
73427263,73439147,00004593/21,2021-01-01 15:33:46.848336+03,2021-01-01 20:18:59.735492+03,Нет,46,,2333,Да,Обычная,САО,200,Сокол,214,Закрыта,14979,,Оказана консультация,,2021-01-01 20:18:59.735492+03,,,
73427265,73429704,00004594/21,2021-01-01 15:33:49.100569+03,2021-01-01 16:26:02.122055+03,Нет,49,winter_works,2203,Нет,Обычная,ЮАО,600,Братеево,608,Закрыта,"15040,15321,15615",,Выполнено,,2021-01-01 16:26:02.122055+03,,,
73427268,73507644,00004595/21,2021-01-01 15:33:51.232855+03,2021-01-03 13:40:04.713872+03,Нет,49,winter_works,2203,Нет,Обычная,ЮАО,600,Чертаново Центральное,620,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:34:35.60738+03,Работы выполнены,Удовлетворительно,neutral
